00000000 UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU 00000000 XF800000
0000001E 01111001010101010101101111100000 79555BE0 4EF2AAB7
0000001B 00001101010101010100100001000000 F2AAB7C0 CD555484
0000001C 00011010101010101001000010000000 E5556F80 CDD55484
0000001D 00110101010101010010000011111111 CAAADF01 CE555483
0000001E 01101010101010100100000111111101 9555BE03 CED55483
0000001D 00101010101010110111110000000111 2AAB7C07 4E2AADF0
0000001E 01010101010101101111100000001111 5556F80F 4EAAADF0
0000001E 01010101010100100000111111100010 AAADF01E CEAAA41F
0000001E 01010101010110111110000000111101 555BE03D 4EAAB7C0
0000001E 01010101010010000011111110000101 AAB7C07B CEAA907F
0000001E 01010101011011111000000011110110 556F80F6 4EAADF01
0000001E 01010101001000001111111000010100 AADF01EC CEAA41FC
0000001E 01010101101111100000001111011001 55BE03D9 4EAB7C07
0000001E 01010100100000111111100001001110 AB7C07B2 CEA907F0
0000001E 01010110111110000000111101100101 56F80F65 4EADF01E
0000001E 01010010000011111110000100110110 ADF01ECA CEA41FC2
0000001E 01011011111000000011110110010101 5BE03D95 4EB7C07B
0000001E 01001000001111111000010011010110 B7C07B2A CE907F09
0000001E 01101111100000001111011001010100 6F80F654 4EDF01EC
0000001D 00100000111111100001001101011000 DF01ECA8 CE03F84D
0000001E 01000001111111000010011010101111 BE03D951 CE83F84D
0000001E 01111100000001111011001010100010 7C07B2A2 4EF80F65
0000001A 00000111111100001001101010111011 F80F6545 CCFE1357
0000001B 00001111111000010011010101110110 F01ECA8A CD7E1357
0000001C 00011111110000100110101011101100 E03D9514 CDFE1357
0000001D 00111111100001001101010111011000 C07B2A28 CE7E1357
0000001E 01111111000010011010101110110000 80F65450 CEFE1357
00000018 00000001111011001010100010100000 01ECA8A0 4BF65450
00000019 00000011110110010101000101000001 03D95141 4C765450
0000001A 00000111101100101010001010000011 07B2A283 4CF65450
0000001B 00001111011001010100010100000111 0F654507 4D765450
0000001C 00011110110010101000101000001111 1ECA8A0F 4DF65450
0000001D 00111101100101010001010000011110 3D95141E 4E765450
0000001E 01111011001010100010100000111101 7B2A283D 4EF65450
0000001B 00001001101010111010111110000110 F654507A CD1ABAF8
0000001C 00010011010101110101111100001100 ECA8A0F4 CD9ABAF8
0000001D 00100110101011101011111000011000 D95141E8 CE1ABAF8
0000001E 01001101010111010111110000101111 B2A283D1 CE9ABAF8
0000001E 01100101010001010000011110100011 654507A3 4ECA8A0F
0000001D 00110101011101011111000010111010 CA8A0F46 CE55D7C2
0000001E 01101010111010111110000101110100 95141E8C CED5D7C2
0000001D 00101010001010000011110100011001 2A283D19 4E28A0F4
0000001E 01010100010100000111101000110010 54507A32 4EA8A0F4
0000001E 01010111010111110000101110011011 A8A0F465 CEAEBE17
0000001E 01010001010000011110100011001011 5141E8CB 4EA283D1
0000001E 01011101011111000010111001101010 A283D196 CEBAF85C
0000001E 01000101000001111010001100101100 4507A32C 4E8A0F46
0000001E 01110101111100001011100110101000 8A0F4658 CEEBE173
0000001C 00010100000111101000110010110001 141E8CB1 4DA0F465
0000001D 00101000001111010001100101100011 283D1963 4E20F465
0000001E 01010000011110100011001011000111 507A32C7 4EA0F465
0000001E 01011111000010111001101001110001 A0F4658F CEBE1734
0000001E 01000001111010001100101100011110 41E8CB1E 4E83D196
0000001E 01111100001011100110100111000100 83D1963C CEF85CD3
0000001A 00000111101000110010110001111001 07A32C79 4CF4658F
0000001B 00001111010001100101100011110010 0F4658F2 4D74658F
0000001C 00011110100011001011000111100101 1E8CB1E5 4DF4658F
0000001D 00111101000110010110001111001011 3D1963CB 4E74658F
0000001E 01111010001100101100011110010110 7A32C796 4EF4658F
0000001B 00001011100110100111000011010100 F4658F2C CD39A70D
0000001C 00010111001101001110000110101000 E8CB1E58 CDB9A70D
0000001D 00101110011010011100001101001111 D1963CB1 CE39A70D
0000001E 01011100110100111000011010011110 A32C7962 CEB9A70D
0000001E 01000110010110001111001011000101 4658F2C5 4E8CB1E5
0000001E 01110011010011100001101001110101 8CB1E58B CEE69C34
0000001C 00011001011000111100101100010110 1963CB16 4DCB1E58
0000001D 00110010110001111001011000101100 32C7962C 4E4B1E58
0000001E 01100101100011110010110001011000 658F2C58 4ECB1E58
0000001D 00110100111000011010011101010000 CB1E58B0 CE53869D
0000001E 01101001110000110100111010011111 963CB161 CED3869D
0000001D 00101100011110010110001011000011 2C7962C3 4E31E58B
0000001E 01011000111100101100010110000111 58F2C587 4EB1E58B
0000001E 01001110000110100111010011110001 B1E58B0F CE9C34E9
0000001E 01100011110010110001011000011110 63CB161E 4EC7962C
0000001D 00111000011010011101001111000011 C7962C3D CE61A74F
0000001E 01110000110100111010011110000110 8F2C587A CEE1A74F
0000001C 00011110010110001011000011110101 1E58B0F5 4DF2C587
0000001D 00111100101100010110000111101011 3CB161EB 4E72C587
0000001E 01111001011000101100001111010111 7962C3D7 4EF2C587
0000001B 00001101001110100111100001010001 F2C587AF CD53A785
0000001C 00011010011101001111000010100001 E58B0F5F CDD3A785
0000001D 00110100111010011110000101000001 CB161EBF CE53A785
0000001E 01101001110100111100001010000001 962C3D7F CED3A785
0000001D 00101100010110000111101011111110 2C587AFE 4E3161EB
0000001E 01011000101100001111010111111101 58B0F5FD 4EB161EB
0000001E 01001110100111100001010000000110 B161EBFA CE9D3C28
0000001E 01100010110000111101011111110101 62C3D7F5 4EC587AF
0000001D 00111010011110000101000000010101 C587AFEB CE69E140
0000001E 01110100111100001010000000101001 8B0F5FD7 CEE9E140
0000001C 00010110000111101011111110101111 161EBFAF 4DB0F5FD
0000001D 00101100001111010111111101011110 2C3D7F5E 4E30F5FD
0000001E 01011000011110101111111010111100 587AFEBC 4EB0F5FD
0000001E 01001111000010100000001010000111 B0F5FD79 CE9E1405
0000001E 01100001111010111111101011110011 61EBFAF3 4EC3D7F5
0000001D 00111100001010000000101000011001 C3D7F5E7 CE70A028
0000001E 01111000010100000001010000110001 87AFEBCF CEF0A028
0000001B 00001111010111111101011110011110 0F5FD79E 4D75FD79
0000001C 00011110101111111010111100111101 1EBFAF3D 4DF5FD79
0000001D 00111101011111110101111001111010 3D7F5E7A 4E75FD79
0000001E 01111010111111101011110011110100 7AFEBCF4 4EF5FD79
0000001B 00001010000000101000011000010111 F5FD79E9 CD202861
0000001C 00010100000001010000110000101101 EBFAF3D3 CDA02861
0000001D 00101000000010100001100001011010 D7F5E7A6 CE202861
0000001E 01010000000101000011000010110011 AFEBCF4D CEA02861
0000001E 01011111110101111001111010011011 5FD79E9B 4EBFAF3D
0000001E 01000000010100001100001011001010 BFAF3D36 CE80A185
0000001E 01111111010111100111101001101101 7F5E7A6D 4EFEBCF4
00000018 00000001010000110000101100100101 FEBCF4DB CBA18592
00000019 00000010100001100001011001001010 FD79E9B6 CC218592
0000001A 00000101000011000010110010010011 FAF3D36D CCA18592
0000001B 00001010000110000101100100100101 F5E7A6DB CD218592
0000001C 00010100001100001011001001001010 EBCF4DB6 CDA18592
0000001D 00101000011000010110010010010100 D79E9B6C CE218592
0000001E 01010000110000101100100100100111 AF3D36D9 CEA18592
0000001E 01011110011110100110110110110011 5E7A6DB3 4EBCF4DB
0000001E 01000011000010110010010010011001 BCF4DB67 CE861649
0000001E 01111001111010011011011011001110 79E9B6CE 4EF3D36D
0000001B 00001100001011001001001001100100 F3D36D9C CD42C926
0000001C 00011000010110010010010011000111 E7A6DB39 CDC2C926
0000001D 00110000101100100100100110001101 CF4DB673 CE42C926
0000001E 01100001011001001001001100011001 9E9B6CE7 CEC2C926
0000001D 00111101001101101101100111001111 3D36D9CF 4E74DB67
0000001E 01111010011011011011001110011111 7A6DB39F 4EF4DB67
0000001B 00001011001001001001100011000001 F4DB673F CD32498C
0000001C 00010110010010010011000110000001 E9B6CE7F CDB2498C
0000001D 00101100100100100110001100000010 D36D9CFE CE32498C
0000001E 01011001001001001100011000000011 A6DB39FD CEB2498C
0000001E 01001101101101100111001111111010 4DB673FA 4E9B6CE7
0000001E 01100100100100110001100000001100 9B6CE7F4 CEC92630
0000001D 00110110110110011100111111101000 36D9CFE8 4E5B673F
0000001E 01101101101100111001111111010000 6DB39FD0 4EDB673F
0000001D 00100100100110001100000001011111 DB673FA1 CE126301
0000001E 01001001001100011000000010111101 B6CE7F43 CE926301
0000001E 01101101100111001111111010000111 6D9CFE87 4EDB39FD
0000001D 00100100110001100000001011110010 DB39FD0E CE13180B
0000001E 01001001100011000000010111100011 B673FA1D CE93180B
0000001E 01101100111001111111010000111011 6CE7F43B 4ED9CFE8
0000001D 00100110001100000001011110001001 D9CFE877 CE18C05E
0000001E 01001100011000000010111100010001 B39FD0EF CE98C05E
0000001E 01100111001111111010000111011111 673FA1DF 4ECE7F43
0000001D 00110001100000001011110001000001 CE7F43BF CE4602F1
0000001E 01100011000000010111100010000010 9CFE877E CEC602F1
0000001D 00111001111111010000111011111101 39FD0EFD 4E67F43B
0000001E 01110011111110100001110111111010 73FA1DFA 4EE7F43B
0000001C 00011000000010111100010000001100 E7F43BF4 CDC05E20
0000001D 00110000000101111000100000011000 CFE877E8 CE405E20
0000001E 01100000001011110001000000110000 9FD0EFD0 CEC05E20
0000001D 00111111101000011101111110100001 3FA1DFA1 4E7E877E
0000001E 01111111010000111011111101000010 7F43BF42 4EFE877E
00000018 00000001011110001000000101111011 FE877E85 CBBC40BD
00000019 00000010111100010000001011110110 FD0EFD0A CC3C40BD
0000001A 00000101111000100000010111101100 FA1DFA14 CCBC40BD
0000001B 00001011110001000000101111010111 F43BF429 CD3C40BD
0000001C 00010111100010000001011110101101 E877E853 CDBC40BD
0000001D 00101111000100000010111101011010 D0EFD0A6 CE3C40BD
0000001E 01011110001000000101111010110011 A1DFA14D CEBC40BD
0000001E 01000011101111110100001010011010 43BF429A 4E877E85
0000001E 01111000100000010111101011001100 877E8534 CEF102F5
0000001B 00001110111111010000101001101000 0EFD0A68 4D6FD0A6
0000001C 00011101111110100001010011010001 1DFA14D1 4DEFD0A6
0000001D 00111011111101000010100110100010 3BF429A2 4E6FD0A6
0000001E 01110111111010000101001101000100 77E85344 4EEFD0A6
0000001C 00010000001011110101100101110111 EFD0A689 CD817ACB
0000001D 00100000010111101011001011101110 DFA14D12 CE017ACB
0000001E 01000000101111010110010111011011 BF429A25 CE817ACB
0000001E 01111110100001010011010001001010 7E85344A 4EFD0A68
00000019 00000010111101011001011101101011 FD0A6895 CC3D65DA
0000001A 00000101111010110010111011010110 FA14D12A CCBD65DA
0000001B 00001011110101100101110110101100 F429A254 CD3D65DA
0000001C 00010111101011001011101101011000 E85344A8 CDBD65DA
0000001D 00101111010110010111011010101111 D0A68951 CE3D65DA
0000001E 01011110101100101110110101011101 A14D12A3 CEBD65DA
0000001E 01000010100110100010010101000111 429A2547 4E85344A
0000001E 01111010110010111011010101110010 85344A8E CEF5976A
0000001B 00001010011010001001010100011101 0A68951D 4D268951
0000001C 00010100110100010010101000111010 14D12A3A 4DA68951
0000001D 00101001101000100101010001110101 29A25475 4E268951
0000001E 01010011010001001010100011101010 5344A8EA 4EA68951
0000001E 01011001011101101010111000101011 A68951D5 CEB2ED5C
0000001E 01001101000100101010001110101010 4D12A3AA 4E9A2547
0000001E 01100101110110101011100010101011 9A254755 CECBB571
0000001D 00110100010010101000111010101011 344A8EAB 4E512A3A
0000001E 01101000100101010001110101010110 68951D56 4ED12A3A
0000001D 00101110110101011100010101010011 D12A3AAD CE3B5715
0000001E 01011101101010111000101010100101 A254755B CEBB5715
0000001E 01000100101010001110101010110111 44A8EAB7 4E8951D5
0000001E 01110110101011100010101010010001 8951D56F CEED5C55
0000001C 00010010101000111010101011011111 12A3AADF 4D951D56
0000001D 00100101010001110101010110111111 254755BF 4E151D56
0000001E 01001010100011101010101101111110 4A8EAB7E 4E951D56
0000001E 01101010111000101010100100000011 951D56FD CED5C552
0000001D 00101010001110101010110111111010 2A3AADFA 4E28EAB7
0000001E 01010100011101010101101111110100 54755BF4 4EA8EAB7
0000001E 01010111000101010100100000010111 A8EAB7E9 CEAE2A90
0000001E 01010001110101010110111111010011 51D56FD3 4EA3AADF
0000001E 01011100010101010010000001011010 A3AADFA6 CEB8AA40
0000001E 01000111010101011011111101001101 4755BF4D 4E8EAB7E
0000001E 01110001010101001000000101100101 8EAB7E9B CEE2A902
0000001C 00011101010101101111110100110110 1D56FD36 4DEAB7E9
0000001D 00111010101011011111101001101101 3AADFA6D 4E6AB7E9
0000001E 01110101010110111111010011011010 755BF4DA 4EEAB7E9
0000001C 00010101010010000001011001001011 EAB7E9B5 CDAA40B2
0000001D 00101010100100000010110010010101 D56FD36B CE2A40B2
0000001E 01010101001000000101100100101010 AADFA6D6 CEAA40B2
0000001E 01010101101111110100110110101100 55BF4DAC 4EAB7E9B
0000001E 01010100100000010110010010100111 AB7E9B59 CEA902C9
0000001E 01010110111111010011011010110011 56FD36B3 4EADFA6D
0000001E 01010010000001011001001010011001 ADFA6D67 CEA40B25
0000001E 01011011111101001101101011001110 5BF4DACE 4EB7E9B5
0000001E 01001000000101100100101001100100 B7E9B59C CE902C94
0000001E 01101111110100110110101100111000 6FD36B38 4EDFA6D6
0000001D 00100000010110010010100110010000 DFA6D670 CE0164A6
0000001E 01000000101100100101001100100000 BF4DACE0 CE8164A6
0000001E 01111110100110110101100111000001 7E9B59C1 4EFD36B3
00000019 00000010110010010100110001111101 FD36B383 CC32531F
0000001A 00000101100100101001100011111010 FA6D6706 CCB2531F
0000001B 00001011001001010011000111110011 F4DACE0D CD32531F
0000001C 00010110010010100110001111100110 E9B59C1A CDB2531F
0000001D 00101100100101001100011111001011 D36B3835 CE32531F
0000001E 01011001001010011000111110010101 A6D6706B CEB2531F
0000001E 01001101101011001110000011010111 4DACE0D7 4E9B59C1
0000001E 01100100101001100011111001010001 9B59C1AF CEC94C7C
0000001D 00110110101100111000001101011111 36B3835F 4E5ACE0D
0000001E 01101101011001110000011010111111 6D6706BF 4EDACE0D
0000001D 00100101001100011111001010000001 DACE0D7F CE14C7CA
0000001E 01001010011000111110010100000001 B59C1AFF CE94C7CA
0000001E 01101011001110000011010111111111 6B3835FF 4ED6706B
0000001D 00101001100011111001010000000001 D6706BFF CE263E50
0000001E 01010011000111110010100000000010 ACE0D7FE CEA63E50
0000001E 01011001110000011010111111111101 59C1AFFD 4EB3835F
0000001E 01001100011111001010000000000101 B3835FFB CE98F940
0000001E 01100111000001101011111111110111 6706BFF7 4ECE0D7F
0000001D 00110001111100101000000000010010 CE0D7FEE CE47CA00
0000001E 01100011111001010000000000100100 9C1AFFDC CEC7CA00
0000001D 00111000001101011111111110111001 3835FFB9 4E60D7FE
0000001E 01110000011010111111111101110010 706BFF72 4EE0D7FE
0000001C 00011111001010000000000100011100 E0D7FEE4 CDF94008
0000001D 00111110010100000000001000110111 C1AFFDC9 CE794008
0000001E 01111100101000000000010001101101 835FFB93 CEF94008
0000001A 00000110101111111111011100100111 06BFF727 4CD7FEE4
0000001B 00001101011111111110111001001111 0D7FEE4F 4D57FEE4
0000001C 00011010111111111101110010011111 1AFFDC9F 4DD7FEE4
0000001D 00110101111111111011100100111111 35FFB93F 4E57FEE4
0000001E 01101011111111110111001001111111 6BFF727F 4ED7FEE4
0000001D 00101000000000010001101100000001 D7FEE4FF CE20046C
0000001E 01010000000000100011011000000010 AFFDC9FE CEA0046C
0000001E 01011111111110111001001111111101 5FFB93FD 4EBFF727
0000001E 01000000000010001101100000000110 BFF727FA CE8011B0
0000001E 01111111111011100100111111110101 7FEE4FF5 4EFFDC9F
00000015 00000000001000110110000000010110 FFDC9FEA CA0D8058
00000016 00000000010001101100000000101100 FFB93FD4 CA8D8058
00000017 00000000100011011000000001011000 FF727FA8 CB0D8058
00000018 00000001000110110000000010110000 FEE4FF50 CB8D8058
00000019 00000010001101100000000101100000 FDC9FEA0 CC0D8058
0000001A 00000100011011000000001010111111 FB93FD41 CC8D8057
0000001B 00001000110110000000010101111110 F727FA82 CD0D8057
0000001C 00010001101100000000101011111011 EE4FF505 CD8D8057
0000001D 00100011011000000001010111110110 DC9FEA0A CE0D8057
0000001E 01000110110000000010101111101100 B93FD414 CE8D8057
0000001E 01110010011111111010100000101000 727FA828 4EE4FF50
0000001C 00011011000000001010111110101111 E4FF5051 CDD8057D
0000001D 00110110000000010101111101011101 C9FEA0A3 CE58057D
0000001E 01101100000000101011111010111010 93FD4146 CED8057D
0000001D 00100111111110101000001010001101 27FA828D 4E1FEA0A
0000001E 01001111111101010000010100011010 4FF5051A 4E9FEA0A
0000001E 01100000000101011111010111001100 9FEA0A34 CEC02BEB
0000001D 00111111110101000001010001101000 3FD41468 4E7F5051
0000001E 01111111101010000010100011010000 7FA828D0 4EFF5051
00000017 00000000101011111010111001011111 FF5051A1 CB2FAE5F
00000018 00000001010111110101110010111110 FEA0A342 CBAFAE5F
00000019 00000010101111101011100101111011 FD414685 CC2FAE5E
0000001A 00000101011111010111001011110110 FA828D0A CCAFAE5E
0000001B 00001010111110101110010111101100 F5051A14 CD2FAE5E
0000001C 00010101111101011100101111010111 EA0A3429 CDAFAE5E
0000001D 00101011111010111001011110101110 D4146852 CE2FAE5E
0000001E 01010111110101110010111101011100 A828D0A4 CEAFAE5E
0000001E 01010000010100011010000101001000 5051A148 4EA0A342
0000001E 01011111010111001011110101110000 A0A34290 CEBEB97A
0000001E 01000001010001101000010100100000 41468520 4E828D0A
0000001E 01111101011100101111010111000000 828D0A40 CEFAE5EB
0000001A 00000101000110100001010010000001 051A1481 4CA34290
0000001B 00001010001101000010100100000011 0A342903 4D234290
0000001C 00010100011010000101001000000111 14685207 4DA34290
0000001D 00101000110100001010010000001111 28D0A40F 4E234290
0000001E 01010001101000010100100000011110 51A1481E 4EA34290
0000001E 01011100101111010110111111000100 A342903C CEB97ADF
0000001E 01000110100001010010000001111001 46852079 4E8D0A40
0000001E 01110010111101011011111100001101 8D0A40F3 CEE5EB7E
0000001C 00011010000101001000000111100111 1A1481E7 4DD0A40F
0000001D 00110100001010010000001111001110 342903CE 4E50A40F
0000001E 01101000010100100000011110011100 6852079C 4ED0A40F
0000001D 00101111010110111111000011001000 D0A40F38 CE3D6FC3
0000001E 01011110101101111110000110010000 A1481E70 CEBD6FC3
0000001E 01000010100100000011110011100001 42903CE1 4E852079
0000001E 01111010110111111000011000111101 852079C3 CEF5BF0C
0000001B 00001010010000001111001110000110 0A40F386 4D240F38
0000001C 00010100100000011110011100001101 1481E70D 4DA40F38
0000001D 00101001000000111100111000011011 2903CE1B 4E240F38
0000001E 01010010000001111001110000110110 52079C36 4EA40F38
0000001E 01011011111100001100011110010011 A40F386D CEB7E18F
0000001E 01001000000111100111000011011010 481E70DA 4E903CE1
0000001E 01101111110000110001111001001011 903CE1B5 CEDF863C
0000001D 00100000011110011100001101101011 2079C36B 4E01E70D
0000001E 01000000111100111000011011010111 40F386D7 4E81E70D
0000001E 01111110000110001111001001010001 81E70DAF CEFC31E4
00000019 00000011110011100001101101011110 03CE1B5E 4C7386D7
0000001A 00000111100111000011011010111101 079C36BD 4CF386D7
0000001B 00001111001110000110110101111011 0F386D7B 4D7386D7
0000001C 00011110011100001101101011110111 1E70DAF7 4DF386D7
0000001D 00111100111000011011010111101111 3CE1B5EF 4E7386D7
0000001E 01111001110000110110101111011111 79C36BDF 4EF386D7
0000001B 00001100011110010010100001000010 F386D7BE CD479284
0000001C 00011000111100100101000010000100 E70DAF7C CDC79284
0000001D 00110001111001001010000100000111 CE1B5EF9 CE479284
0000001E 01100011110010010100001000001110 9C36BDF2 CEC79284
0000001D 00111000011011010111101111100101 386D7BE5 4E61B5EF
0000001E 01110000110110101111011111001010 70DAF7CA 4EE1B5EF
0000001C 00011110010010100001000001101011 E1B5EF95 CDF25083
0000001D 00111100100101000010000011010101 C36BDF2B CE725083
0000001E 01111001001010000100000110101010 86D7BE56 CEF25083
0000001B 00001101101011110111110010101100 0DAF7CAC 4D5AF7CA
0000001C 00011011010111101111100101011001 1B5EF959 4DDAF7CA
0000001D 00110110101111011111001010110011 36BDF2B3 4E5AF7CA
0000001E 01101101011110111110010101100111 6D7BE567 4EDAF7CA
0000001D 00100101000010000011010100110001 DAF7CACF CE1420D4
0000001E 01001010000100000110101001100010 B5EF959E CE9420D4
0000001E 01101011110111110010101100111101 6BDF2B3D 4ED7BE56
0000001D 00101000010000011010100110000101 D7BE567B CE2106A6
0000001E 01010000100000110101001100001010 AF7CACF6 CEA106A6
0000001E 01011110111110010101100111101101 5EF959ED 4EBDF2B3
0000001E 01000010000011010100110000100110 BDF2B3DA CE841A98
0000001E 01111011111001010110011110110101 7BE567B5 4EF7CACF
0000001B 00001000001101010011000010010110 F7CACF6A CD035309
0000001C 00010000011010100110000100101100 EF959ED4 CD835309
0000001D 00100000110101001100001001010111 DF2B3DA9 CE035309
0000001E 01000001101010011000010010101101 BE567B53 CE835309
0000001E 01111100101011001111011010100111 7CACF6A7 4EF959ED
0000001A 00000110101001100001001010110001 F959ED4F CCD4C256
0000001B 00001101010011000010010101100001 F2B3DA9F CD54C256
0000001C 00011010100110000100101011000010 E567B53E CDD4C256
0000001D 00110101001100001001010110000011 CACF6A7D CE54C256
0000001E 01101010011000010010101100000110 959ED4FA CED4C256
0000001D 00101011001111011010100111110100 2B3DA9F4 4E2CF6A7
0000001E 01010110011110110101001111101001 567B53E9 4EACF6A7
0000001E 01010011000010010101100000101110 ACF6A7D2 CEA612B0
0000001E 01011001111011010100111110100101 59ED4FA5 4EB3DA9F
0000001E 01001100001001010110000010110110 B3DA9F4A CE984AC1
0000001E 01100111101101010011111010010100 67B53E94 4ECF6A7D
0000001D 00110000100101011000001011010111 CF6A7D29 CE42560B
0000001E 01100001001010110000010110101101 9ED4FA53 CEC2560B
0000001D 00111101101010011111010010100111 3DA9F4A7 4E76A7D2
0000001E 01111011010100111110100101001111 7B53E94F 4EF6A7D2
0000001B 00001001010110000010110101100010 F6A7D29E CD1582D6
0000001C 00010010101100000101101011000011 ED4FA53D CD9582D6
0000001D 00100101011000001011010110000110 DA9F4A7A CE1582D6
0000001E 01001010110000010110101100001100 B53E94F4 CE9582D6
0000001E 01101010011111010010100111101000 6A7D29E8 4ED4FA53
0000001D 00101011000001011010110000101111 D4FA53D1 CE2C16B0
0000001E 01010110000010110101100001011101 A9F4A7A3 CEAC16B0
0000001E 01010011111010010100111101000110 53E94F46 4EA7D29E
0000001E 01011000001011010110000101110100 A7D29E8C CEB05AC2
0000001E 01001111101001010011110100011001 4FA53D19 4E9F4A7A
0000001E 01100000101101011000010111001110 9F4A7A32 CEC16B0B
0000001D 00111110100101001111010001100100 3E94F464 4E7A53D1
0000001E 01111101001010011110100011001000 7D29E8C8 4EFA53D1
0000001A 00000101101011000010111001101111 FA53D191 CCB585CD
0000001B 00001011010110000101110011011110 F4A7A322 CD3585CD
0000001C 00010110101100001011100110111011 E94F4645 CDB585CD
0000001D 00101101011000010111001101110110 D29E8C8A CE3585CD
0000001E 01011010110000101110011011101100 A53D1914 CEB585CD
0000001E 01001010011110100011001000101000 4A7A3228 4E94F464
0000001E 01101011000010111001101110101111 94F46451 CED61737
0000001D 00101001111010001100100010100011 29E8C8A3 4E27A322
0000001E 01010011110100011001000101000111 53D19147 4EA7A322
0000001E 01011000010111001101110101110010 A7A3228E CEB0B9BA
0000001E 01001111010001100100010100011101 4F46451D 4E9E8C8A
0000001E 01100001011100110111010111000101 9E8C8A3B CEC2E6EB
0000001D 00111101000110010001010001110111 3D191477 4E746451
0000001E 01111010001100100010100011101110 7A3228EE 4EF46451
0000001B 00001011100110111010111000100100 F46451DC CD39BAE2
0000001C 00010111001101110101110001001000 E8C8A3B8 CDB9BAE2
0000001D 00101110011011101011100010001111 D1914771 CE39BAE2
0000001E 01011100110111010111000100011110 A3228EE2 CEB9BAE2
0000001E 01000110010001010001110111000101 46451DC5 4E8C8A3B
0000001E 01110011011101011100010001110101 8C8A3B8B CEE6EB88
0000001C 00011001000101000111011100010111 19147717 4DC8A3B8
0000001D 00110010001010001110111000101110 3228EE2E 4E48A3B8
0000001E 01100100010100011101110001011100 6451DC5C 4EC8A3B8
0000001D 00110111010111000100011101001000 C8A3B8B8 CE5D711D
0000001E 01101110101110001000111010010000 91477170 CEDD711D
0000001D 00100010100011101110001011100001 228EE2E1 4E0A3B8B
0000001E 01000101000111011100010111000011 451DC5C3 4E8A3B8B
0000001E 01110101110001000111010001111010 8A3B8B86 CEEB88E8
0000001C 00010100011101110001011100001101 1477170D 4DA3B8B8
0000001D 00101000111011100010111000011010 28EE2E1A 4E23B8B8
0000001E 01010001110111000101110000110100 51DC5C34 4EA3B8B8
0000001E 01011100010001110100011110011000 A3B8B868 CEB88E8F
0000001E 01000111011100010111000011010000 477170D0 4E8EE2E1
0000001E 01110001000111010001111001011111 8EE2E1A1 CEE23A3C
0000001C 00011101110001011100001101000011 1DC5C343 4DEE2E1A
0000001D 00111011100010111000011010000110 3B8B8686 4E6E2E1A
0000001E 01110111000101110000110100001101 77170D0D 4EEE2E1A
0000001C 00010001110100011110010111100101 EE2E1A1B CD8E8F2F
0000001D 00100011101000111100101111001010 DC5C3436 CE0E8F2F
0000001E 01000111010001111001011110010100 B8B8686C CE8E8F2F
0000001E 01110001011100001101000011011000 7170D0D8 4EE2E1A1
0000001C 00011101000111100101111001001111 E2E1A1B1 CDE8F2F2
0000001D 00111010001111001011110010011101 C5C34363 CE68F2F2
0000001E 01110100011110010111100100111001 8B8686C7 CEE8F2F2
0000001C 00010111000011010000110110001111 170D0D8F 4DB8686C
0000001D 00101110000110100001101100011110 2E1A1B1E 4E38686C
0000001E 01011100001101000011011000111101 5C34363D 4EB8686C
0000001E 01000111100101111001001110000110 B8686C7A CE8F2F27
0000001E 01110000110100001101100011110101 70D0D8F5 4EE1A1B1
0000001C 00011110010111100100111000010101 E1A1B1EB CDF2F270
0000001D 00111100101111001001110000101010 C34363D6 CE72F270
0000001E 01111001011110010011100001010100 8686C7AC CEF2F270
0000001B 00001101000011011000111101011001 0D0D8F59 4D50D8F5
0000001C 00011010000110110001111010110011 1A1B1EB3 4DD0D8F5
0000001D 00110100001101100011110101100110 34363D66 4E50D8F5
0000001E 01101000011011000111101011001100 686C7ACC 4ED0D8F5
0000001D 00101111001001110000101001100111 D0D8F599 CE3C9C29
0000001E 01011110010011100001010011001110 A1B1EB32 CEBC9C29
0000001E 01000011011000111101011001100101 4363D665 4E86C7AC
0000001E 01111001001110000101001100110110 86C7ACCA CEF270A6
0000001B 00001101100011110101100110010100 0D8F5994 4D58F599
0000001C 00011011000111101011001100101000 1B1EB328 4DD8F599
0000001D 00110110001111010110011001010000 363D6650 4E58F599
0000001E 01101100011110101100110010100001 6C7ACCA1 4ED8F599
0000001D 00100111000010100110011010111110 D8F59942 CE1C299A
0000001E 01001110000101001100110101111011 B1EB3285 CE9C299A
0000001E 01100011110101100110010100001011 63D6650B 4EC7ACCA
0000001D 00111000010100110011010111101010 C7ACCA16 CE614CD7
0000001E 01110000101001100110101111010011 8F59942D CEE14CD7
0000001C 00011110101100110010100001011010 1EB3285A 4DF59942
0000001D 00111101011001100101000010110100 3D6650B4 4E759942
0000001E 01111010110011001010000101101001 7ACCA169 4EF59942
0000001B 00001010011001101011110100101101 F59942D3 CD266BD2
0000001C 00010100110011010111101001011001 EB3285A7 CDA66BD2
0000001D 00101001100110101111010010110010 D6650B4E CE266BD2
0000001E 01010011001101011110100101100011 ACCA169D CEA66BD2
0000001E 01011001100101000010110100111010 59942D3A 4EB3285A
0000001E 01001100110101111010010110001011 B3285A75 CE99AF4B
0000001E 01100110010100001011010011101011 6650B4EB 4ECCA169
0000001D 00110011010111101001011000101010 CCA169D6 CE4D7A58
0000001E 01100110101111010010110001010011 9942D3AD CECD7A58
0000001D 00110010100001011010011101011010 3285A75A 4E4A169D
