00000000 UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU 00000000 XF800000
0000001E 01100101000010110100111010110101 650B4EB5 4ECA169D
0000001D 00110101111010010110001010010101 CA169D6B CE57A58A
0000001E 01101011110100101100010100101001 942D3AD7 CED7A58A
0000001D 00101000010110100111010110101110 285A75AE 4E2169D6
0000001E 01010000101101001110101101011101 50B4EB5D 4EA169D6
0000001E 01011110100101100010100101000110 A169D6BA CEBD2C52
0000001E 01000010110100111010110101110101 42D3AD75 4E85A75A
0000001E 01111010010110001010010100010101 85A75AEB CEF4B14A
0000001B 00001011010011101011010111010110 0B4EB5D6 4D34EB5D
0000001C 00010110100111010110101110101101 169D6BAD 4DB4EB5D
0000001D 00101101001110101101011101011011 2D3AD75B 4E34EB5D
0000001E 01011010011101011010111010110111 5A75AEB7 4EB4EB5D
0000001E 01001011000101001010001010010001 B4EB5D6F CE962945
0000001E 01101001110101101011101011011110 69D6BADE 4ED3AD75
0000001D 00101100010100101000101001000011 D3AD75BD CE314A29
0000001E 01011000101001010001010010000101 A75AEB7B CEB14A29
0000001E 01001110101101011101011011110111 4EB5D6F7 4E9D6BAD
0000001E 01100010100101000101001000010001 9D6BADEF CEC528A4
0000001D 00111010110101110101101111011110 3AD75BDE 4E6B5D6F
0000001E 01110101101011101011011110111101 75AEB7BD 4EEB5D6F
0000001C 00010100101000101001000010000110 EB5D6F7A CDA51484
0000001D 00101001010001010010000100001100 D6BADEF4 CE251484
0000001E 01010010100010100100001000011000 AD75BDE8 CEA51484
0000001E 01011010111010110111101111010000 5AEB7BD0 4EB5D6F7
0000001E 01001010001010010000100001011111 B5D6F7A1 CE945210
0000001E 01101011101011011110111101000010 6BADEF42 4ED75BDE
0000001D 00101000101001000010000101111100 D75BDE84 CE229085
0000001E 01010001010010000100001011110111 AEB7BD09 CEA29085
0000001E 01011101011011110111101000010011 5D6F7A13 4EBADEF4
0000001E 01000101001000010000101111011001 BADEF427 CE8A4217
0000001E 01110101101111011110100001001111 75BDE84F 4EEB7BD0
0000001C 00010100100001000010111101100001 EB7BD09F CDA4217B
0000001D 00101001000010000101111011000010 D6F7A13E CE24217B
0000001E 01010010000100001011110110000011 ADEF427D CEA4217B
0000001E 01011011110111101000010011111011 5BDE84FB 4EB7BD09
0000001E 01001000010000101111011000001010 B7BD09F6 CE9085EC
0000001E 01101111011110100001001111101101 6F7A13ED 4EDEF427
0000001D 00100001000010111101100000100110 DEF427DA CE042F60
0000001E 01000010000101111011000001001011 BDE84FB5 CE842F60
0000001E 01111011110100001001111101101011 7BD09F6B 4EF7A13E
0000001B 00001000010111101100000100101010 F7A13ED6 CD05EC12
0000001C 00010000101111011000001001010011 EF427DAD CD85EC12
0000001D 00100001011110110000010010100110 DE84FB5A CE05EC12
0000001E 01000010111101100000100101001100 BD09F6B4 CE85EC12
0000001E 01111010000100111110110101101001 7A13ED69 4EF427DA
0000001B 00001011110110000010010100101101 F427DAD3 CD3D8252
0000001C 00010111101100000100101001011010 E84FB5A6 CDBD8252
0000001D 00101111011000001001010010110100 D09F6B4C CE3D8252
0000001E 01011110110000010010100101100111 A13ED699 CEBD8252
0000001E 01000010011111011010110100110011 427DAD33 4E84FB5A
0000001E 01111011000001001010010110011001 84FB5A67 CEF6094B
0000001B 00001001111101101011010011001110 09F6B4CE 4D1F6B4C
0000001C 00010011111011010110100110011100 13ED699C 4D9F6B4C
0000001D 00100111110110101101001100111001 27DAD339 4E1F6B4C
0000001E 01001111101101011010011001110011 4FB5A673 4E9F6B4C
0000001E 01100000100101001011001100011001 9F6B4CE7 CEC12966
0000001D 00111110110101101001100111001110 3ED699CE 4E7B5A67
0000001E 01111101101011010011001110011101 7DAD339D 4EFB5A67
0000001A 00000100101001011001100011000110 FB5A673A CC94B318
0000001B 00001001010010110011000110001100 F6B4CE74 CD14B318
0000001C 00010010100101100110001100011000 ED699CE8 CD94B318
0000001D 00100101001011001100011000110000 DAD339D0 CE14B318
0000001E 01001010010110011000110001011111 B5A673A1 CE94B318
0000001E 01101011010011001110011101000011 6B4CE743 4ED699CE
0000001D 00101001011001100011000101111010 D699CE86 CE2598C5
0000001E 01010010110011000110001011110100 AD339D0C CEA598C5
0000001E 01011010011001110011101000011000 5A673A18 4EB4CE74
0000001E 01001011001100011000101111001111 B4CE7431 CE966317
0000001E 01101001100111001110100001100010 699CE862 4ED339D0
0000001D 00101100110001100010111100111011 D339D0C5 CE3318BC
0000001E 01011001100011000101111001110101 A673A18B CEB318BC
0000001E 01001100111001110100001100010110 4CE74316 4E99CE86
0000001E 01100110001100010111100111010100 99CE862C CECC62F3
0000001D 00110011100111010000110001011001 339D0C59 4E4E7431
0000001E 01100111001110100001100010110011 673A18B3 4ECE7431
0000001D 00110001100010111100111010011001 CE743167 CE462F3A
0000001E 01100011000101111001110100110010 9CE862CE CEC62F3A
0000001D 00111001110100001100010110011101 39D0C59D 4E674316
0000001E 01110011101000011000101100111011 73A18B3B 4EE74316
0000001C 00011000101111001110100110001001 E7431677 CDC5E74C
0000001D 00110001011110011101001100010001 CE862CEF CE45E74C
0000001E 01100010111100111010011000100001 9D0C59DF CEC5E74C
0000001D 00111010000110001011001110111111 3A18B3BF 4E6862CE
0000001E 01110100001100010110011101111110 7431677E 4EE862CE
0000001C 00010111100111010011000100000100 E862CEFC CDBCE988
0000001D 00101111001110100110001000001000 D0C59DF8 CE3CE988
0000001E 01011110011101001100010000001111 A18B3BF1 CEBCE988
0000001E 01000011000101100111011111100010 431677E2 4E862CEF
0000001E 01111001110100110001000000111011 862CEFC5 CEF3A620
0000001B 00001100010110011101111110001011 0C59DF8B 4D459DF8
0000001C 00011000101100111011111100010110 18B3BF16 4DC59DF8
0000001D 00110001011001110111111000101100 31677E2C 4E459DF8
0000001E 01100010110011101111110001011001 62CEFC59 4EC59DF8
0000001D 00111010011000100000011101001101 C59DF8B3 CE69881D
0000001E 01110100110001000000111010011001 8B3BF167 CEE9881D
0000001C 00010110011101111110001011001110 1677E2CE 4DB3BF16
0000001D 00101100111011111100010110011100 2CEFC59C 4E33BF16
0000001E 01011001110111111000101100111001 59DF8B39 4EB3BF16
0000001E 01001100010000001110100110001101 B3BF1673 CE9881D3
0000001E 01100111011111100010110011100110 677E2CE6 4ECEFC59
0000001D 00110001000000111010011000110100 CEFC59CC CE440E98
0000001E 01100010000001110100110001101000 9DF8B398 CEC40E98
0000001D 00111011111100010110011100110000 3BF16730 4E6FC59C
0000001E 01110111111000101100111001100001 77E2CE61 4EEFC59C
0000001C 00010000001110100110001100111110 EFC59CC2 CD81D319
0000001D 00100000011101001100011001111100 DF8B3984 CE01D319
0000001E 01000000111010011000110011110111 BF167309 CE81D319
0000001E 01111110001011001110011000010010 7E2CE612 4EFC59CC
00000019 00000011101001100011001111011100 FC59CC24 CC698CF7
0000001A 00000111010011000110011110110111 F8B39849 CCE98CF6
0000001B 00001110100110001100111101101101 F1673093 CD698CF6
0000001C 00011101001100011001111011011010 E2CE6126 CDE98CF6
0000001D 00111010011000110011110110110100 C59CC24C CE698CF6
0000001E 01110100110001100111101101100111 8B398499 CEE98CF6
0000001C 00010110011100110000100100110011 16730933 4DB39849
0000001D 00101100111001100001001001100111 2CE61267 4E339849
0000001E 01011001110011000010010011001111 59CC24CF 4EB39849
0000001E 01001100011001111011011001100010 B398499E CE98CF6C
0000001E 01100111001100001001001100111100 6730933C 4ECE6126
0000001D 00110001100111101101100110000111 CE612679 CE467B66
0000001E 01100011001111011011001100001101 9CC24CF3 CEC67B66
0000001D 00111001100001001001100111100111 398499E7 4E661267
0000001E 01110011000010010011001111001110 730933CE 4EE61267
0000001C 00011001111011011001100001100011 E612679D CDCF6CC3
0000001D 00110011110110110011000011000110 CC24CF3A CE4F6CC3
0000001E 01100111101101100110000110001011 98499E75 CECF6CC3
0000001D 00110000100100110011110011101010 30933CEA 4E424CF3
0000001E 01100001001001100111100111010101 612679D5 4EC24CF3
0000001D 00111101101100110000110001010110 C24CF3AA CE76CC31
0000001E 01111011011001100001100010101100 8499E754 CEF6CC31
0000001B 00001001001100111100111010101001 0933CEA9 4D133CEA
0000001C 00010010011001111001110101010010 12679D52 4D933CEA
0000001D 00100100110011110011101010100100 24CF3AA4 4E133CEA
0000001E 01001001100111100111010101001000 499E7548 4E933CEA
0000001E 01101100110000110001010101110000 933CEA90 CED9862A
0000001D 00100110011110011101010100100000 2679D520 4E19E754
0000001E 01001100111100111010101001000001 4CF3AA41 4E99E754
0000001E 01100110000110001010101101111110 99E75482 CECC3156
0000001D 00110011110011101010100100000101 33CEA905 4E4F3AA4
0000001E 01100111100111010101001000001011 679D520B 4ECF3AA4
0000001D 00110000110001010101101111101010 CF3AA416 CE43156F
0000001E 01100001100010101011011111010011 9E75482D CEC3156F
0000001D 00111100111010101001000001011011 3CEA905B 4E73AA41
0000001E 01111001110101010010000010110111 79D520B7 4EF3AA41
0000001B 00001100010101011011111010010010 F3AA416E CD455BE9
0000001C 00011000101010110111110100100011 E75482DD CDC55BE9
0000001D 00110001010101101111101001000110 CEA905BA CE455BE9
0000001E 01100010101011011111010010001011 9D520B75 CEC55BE9
0000001D 00111010101001000001011011101010 3AA416EA 4E6A905B
0000001E 01110101010010000010110111010100 75482DD4 4EEA905B
0000001C 00010101011011111010010001011000 EA905BA8 CDAB7D22
0000001D 00101010110111110100100010101111 D520B751 CE2B7D22
0000001E 01010101101111101001000101011101 AA416EA3 CEAB7D22
0000001E 01010100100000101101110101000111 5482DD47 4EA905BA
0000001E 01010110111110100100010101110010 A905BA8E CEADF48A
0000001E 01010010000010110111010100011100 520B751C 4EA416EA
0000001E 01011011111010010001010111001000 A416EA38 CEB7D22B
0000001E 01001000001011011101010001110001 482DD471 4E905BA8
0000001E 01101111101001000101011100011110 905BA8E2 CEDF48AE
0000001D 00100000101101110101000111000100 20B751C4 4E02DD47
0000001E 01000001011011101010001110001001 416EA389 4E82DD47
0000001E 01111101001000101011100011101110 82DD4712 CEFA4571
0000001A 00000101101110101000111000100100 05BA8E24 4CB751C4
0000001B 00001011011101010001110001001001 0B751C49 4D3751C4
0000001C 00010110111010100011100010010010 16EA3892 4DB751C4
0000001D 00101101110101000111000100100100 2DD47124 4E3751C4
0000001E 01011011101010001110001001001000 5BA8E248 4EB751C4
0000001E 01001000101011100011101101101111 B751C491 CE915C76
0000001E 01101110101000111000100100100010 6EA38922 4EDD4712
0000001D 00100010101110001110110110111100 DD471244 CE0AE3B6
0000001E 01000101011100011101101101110111 BA8E2489 CE8AE3B6
0000001E 01110101000111000100100100010010 751C4912 4EEA3892
0000001C 00010101110001110110110111011011 EA389225 CDAE3B6E
0000001D 00101011100011101101101110110101 D471244B CE2E3B6E
0000001E 01010111000111011011011101101010 A8E24896 CEAE3B6E
0000001E 01010001110001001001000100101101 51C4912D 4EA38922
0000001E 01011100011101101101110110100101 A389225B CEB8EDBB
0000001E 01000111000100100100010010110111 471244B7 4E8E2489
0000001E 01110001110110110111011010010010 8E24896E CEE3B6ED
0000001C 00011100010010010001001011011101 1C4912DD 4DE24896
0000001D 00111000100100100010010110111011 389225BB 4E624896
0000001E 01110001001001000100101101110110 71244B76 4EE24896
0000001C 00011101101101110110100100010100 E24896EC CDEDBB48
0000001D 00111011011011101101001000100111 C4912DD9 CE6DBB48
0000001E 01110110110111011010010001001110 89225BB2 CEEDBB48
0000001C 00010010010001001011011101100101 1244B765 4D9225BB
0000001D 00100100100010010110111011001011 24896ECB 4E1225BB
0000001E 01001001000100101101110110010110 4912DD96 4E9225BB
0000001E 01101101110110100100010011010011 9225BB2D CEDBB489
0000001D 00100100010010110111011001011011 244B765B 4E112DD9
0000001E 01001000100101101110110010110110 4896ECB6 4E912DD9
0000001E 01101110110100100010011010010011 912DD96D CEDDA44D
0000001D 00100010010110111011001011011011 225BB2DB 4E096ECB
0000001E 01000100101101110110010110110110 44B765B6 4E896ECB
0000001E 01110110100100010011010010010100 896ECB6C CEED2269
0000001C 00010010110111011001011011011000 12DD96D8 4D96ECB6
0000001D 00100101101110110010110110110000 25BB2DB0 4E16ECB6
0000001E 01001011011101100101101101100001 4B765B61 4E96ECB6
0000001E 01101001000100110100100100111110 96ECB6C2 CED22692
0000001D 00101101110110010110110110000101 2DD96D85 4E3765B6
0000001E 01011011101100101101101100001011 5BB2DB0B 4EB765B6
0000001E 01001000100110100100100111101001 B765B617 CE913493
0000001E 01101110110010110110110000101110 6ECB6C2E 4EDD96D8
0000001D 00100010011010010010011110100011 DD96D85D CE09A49E
0000001E 01000100110100100100111101000110 BB2DB0BA CE89A49E
0000001E 01110110010110110110000101110101 765B6175 4EECB6C2
0000001C 00010011010010010011110100010101 ECB6C2EB CD9A49E8
0000001D 00100110100100100111101000101010 D96D85D6 CE1A49E8
0000001E 01001101001001001111010001010011 B2DB0BAD CE9A49E8
0000001E 01100101101101100001011101011010 65B6175A 4ECB6C2E
0000001D 00110100100100111101000101001100 CB6C2EB4 CE524F45
0000001E 01101001001001111010001010011000 96D85D68 CED24F45
0000001D 00101101101100001011101011010001 2DB0BAD1 4E36C2EB
0000001E 01011011011000010111010110100010 5B6175A2 4EB6C2EB
0000001E 01001001001111010001010010111100 B6C2EB44 CE927A29
0000001E 01101101100001011101011010001001 6D85D689 4EDB0BAD
0000001D 00100100111101000101001011101101 DB0BAD13 CE13D14B
0000001E 01001001111010001010010111011001 B6175A27 CE93D14B
0000001E 01101100001011101011010001001111 6C2EB44F 4ED85D68
0000001D 00100111101000101001011101100001 D85D689F CE1E8A5D
0000001E 01001111010001010010111011000001 B0BAD13F CE9E8A5D
0000001E 01100001011101011010001001111110 6175A27E 4EC2EB44
0000001D 00111101000101001011101100000100 C2EB44FC CE7452EC
0000001E 01111010001010010111011000001000 85D689F8 CEF452EC
0000001B 00001011101011010001001111110001 0BAD13F1 4D3AD13F
0000001C 00010111010110100010011111100010 175A27E2 4DBAD13F
0000001D 00101110101101000100111111000101 2EB44FC5 4E3AD13F
0000001E 01011101011010001001111110001010 5D689F8A 4EBAD13F
0000001E 01000101001011101100000011101100 BAD13F14 CE8A5D81
0000001E 01110101101000100111111000101001 75A27E29 4EEB44FC
0000001C 00010100101110110000001110101110 EB44FC52 CDA5D81D
0000001D 00101001011101100000011101011100 D689F8A4 CE25D81D
0000001E 01010010111011000000111010110111 AD13F149 CEA5D81D
0000001E 01011010001001111110001010010010 5A27E292 4EB44FC5
0000001E 01001011101100000011101011011100 B44FC524 CE976075
0000001E 01101000100111111000101001001001 689F8A49 4ED13F14
0000001D 00101110110000001110101101101101 D13F1493 CE3B03AD
0000001E 01011101100000011101011011011010 A27E2926 CEBB03AD
0000001E 01000100111111000101001001001101 44FC524D 4E89F8A4
0000001E 01110110000001110101101101100110 89F8A49A CEEC0EB6
0000001C 00010011111100010100100100110101 13F14935 4D9F8A49
0000001D 00100111111000101001001001101010 27E2926A 4E1F8A49
0000001E 01001111110001010010010011010100 4FC524D4 4E9F8A49
0000001E 01100000011101011011011001011000 9F8A49A8 CEC0EB6C
0000001D 00111111000101001001001101010001 3F149351 4E7C524D
0000001E 01111110001010010010011010100011 7E2926A3 4EFC524D
00000019 00000011101011011011001010111001 FC524D47 CC6B6CAE
0000001A 00000111010110110110010101110001 F8A49A8F CCEB6CAE
0000001B 00001110101101101100101011100010 F149351E CD6B6CAE
0000001C 00011101011011011001010111000100 E2926A3C CDEB6CAE
0000001D 00111010110110110010101110000111 C524D479 CE6B6CAE
0000001E 01110101101101100101011100001101 8A49A8F3 CEEB6CAE
0000001C 00010100100100110101000111100111 149351E7 4DA49A8F
0000001D 00101001001001101010001111001110 2926A3CE 4E249A8F
0000001E 01010010010011010100011110011100 524D479C 4EA49A8F
0000001E 01011011011001010111000011001000 A49A8F38 CEB6CAE1
0000001E 01001001001101010001111001110001 49351E71 4E926A3C
0000001E 01101101100101011100001100011110 926A3CE2 CEDB2B86
0000001D 00100100110101000111100111000101 24D479C5 4E1351E7
0000001E 01001001101010001111001110001011 49A8F38B 4E9351E7
0000001E 01101100101011100001100011101001 9351E717 CED95C31
0000001D 00100110101000111100111000101111 26A3CE2F 4E1A8F38
0000001E 01001101010001111001110001011111 4D479C5F 4E9A8F38
0000001E 01100101011100001100011101000010 9A8F38BE CECAE18E
0000001D 00110101000111100111000101111100 351E717C 4E5479C5
0000001E 01101010001111001110001011111000 6A3CE2F8 4ED479C5
0000001D 00101011100001100011101000001111 D479C5F1 CE2E18E8
0000001E 01010111000011000111010000011101 A8F38BE3 CEAE18E8
0000001E 01010001111001110001011111000110 51E717C6 4EA3CE2F
0000001E 01011100001100011101000001110100 A3CE2F8C CEB863A0
0000001E 01000111100111000101111100011001 479C5F19 4E8F38BE
0000001E 01110000110001110100000111001101 8F38BE33 CEE18E83
0000001C 00011110011100010111110001100110 1E717C66 4DF38BE3
0000001D 00111100111000101111100011001100 3CE2F8CC 4E738BE3
0000001E 01111001110001011111000110011001 79C5F199 4EF38BE3
0000001B 00001100011101000001110011001101 F38BE333 CD4741CC
0000001C 00011000111010000011100110011001 E717C667 CDC741CC
0000001D 00110001110100000111001100110001 CE2F8CCF CE4741CC
0000001E 01100011101000001110011001100010 9C5F199E CEC741CC
0000001D 00111000101111100011001100111100 38BE333C 4E62F8CC
0000001E 01110001011111000110011001111001 717C6679 4EE2F8CC
0000001C 00011101000001110011001100001110 E2F8CCF2 CDE83998
0000001D 00111010000011100110011000011011 C5F199E5 CE683998
0000001E 01110100000111001100110000110101 8BE333CB CEE83998
0000001C 00010111110001100110011110010110 17C66796 4DBE333C
0000001D 00101111100011001100111100101101 2F8CCF2D 4E3E333C
0000001E 01011111000110011001111001011011 5F199E5B 4EBE333C
0000001E 01000001110011001100001101001010 BE333CB6 CE839986
0000001E 01111100011001100111100101101101 7C66796D 4EF8CCF2
0000001A 00000111001100110000110100100110 F8CCF2DA CCE661A4
0000001B 00001110011001100001101001001100 F199E5B4 CD6661A4
0000001C 00011100110011000011010010010111 E333CB69 CDE661A4
0000001D 00111001100110000110100100101101 C66796D3 CE6661A4
0000001E 01110011001100001101001001011010 8CCF2DA6 CEE661A4
0000001C 00011001100111100101101101001100 199E5B4C 4DCCF2DA
0000001D 00110011001111001011011010011000 333CB698 4E4CF2DA
0000001E 01100110011110010110110100110001 66796D31 4ECCF2DA
0000001D 00110011000011010010010110011110 CCF2DA62 CE4C3496
0000001E 01100110000110100100101100111011 99E5B4C5 CECC3496
0000001D 00110011110010110110100110001011 33CB698B 4E4F2DA6
0000001E 01100111100101101101001100010110 6796D316 4ECF2DA6
0000001D 00110000110100100101100111010011 CF2DA62D CE434967
0000001E 01100001101001001011001110100101 9E5B4C5B CEC34967
